出現紀錄識別碼,階層,學名,中文名,緯度,經度,採樣日期,資料主題,資料來源,引用資訊
ODB:bio:occ:56532,species,Evynnis cardinalis,紅鋤齒鯛,31.6173,123.1609,2012-07-16,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56528,species,Erisphex pottii,絨鮋,31.6173,123.1609,2012-07-16,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56450,species,Cynoglossus interruptus,斷線舌鰨,31.6173,123.1609,2012-07-16,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56357,species,Chelidonichthys spinosus,棘黑角魚,31.6173,123.1609,2012-07-16,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56193,species,Jaydia lineata,,31.6173,123.1609,2012-07-16,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:57250,species,Zeus faber,日本的鯛,29.6981,125.3072,2012-07-17,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:57234,species,Pseudaesopia japonica,日本擬鰨,29.6981,125.3072,2012-07-17,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:57219,species,Uranoscopus chinensis,中華鰧,29.6981,125.3072,2012-07-17,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:57153,species,Parascombrops philippinensis,菲律賓擬鯥,29.6981,125.3072,2012-07-17,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:57091,species,Repomucenus virgis,處女斜棘䲗,29.6981,125.3072,2012-07-17,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:57062,species,Pseudorhombus pentophthalmus,五眼斑鮃,29.6981,125.3072,2012-07-17,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:57015,species,Psettina tosana,土佐鰜鮃,29.6981,125.3072,2012-07-17,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56955,species,Pleuronichthys cornutus,木葉鰈,29.6981,125.3072,2012-07-17,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56875,species,Parapercis sexfasciata,六帶擬鱸,29.6981,125.3072,2012-07-17,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56765,species,Macroramphosus scolopax,鷸嘴魚,29.6981,125.3072,2012-07-17,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56761,species,Lophius litulon,黃鮟鱇,29.6981,125.3072,2012-07-17,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56727,species,Lepidotrigla kishinouyi,岸上氏鱗角魚,29.6981,125.3072,2012-07-17,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56684,species,Lepidotrigla alata,翼鱗角魚,29.6981,125.3072,2012-07-17,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56642,species,Laeops kitaharae,北原氏左鮃,29.6981,125.3072,2012-07-17,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56630,species,Laemonema nana,小瘤鱈,29.6981,125.3072,2012-07-17,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56589,species,Hoplobrotula armata,棘鼬魚,29.6981,125.3072,2012-07-17,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56578,species,Hoplichthys gilberti,吉氏針鯒,29.6981,125.3072,2012-07-17,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56567,species,Hexagrammos otakii,,29.6981,125.3072,2012-07-17,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56542,species,Gnathophis nystromi,,29.6981,125.3072,2012-07-17,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56449,species,Cynoglossus interruptus,斷線舌鰨,29.6981,125.3072,2012-07-17,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56330,species,Champsodon snyderi,斯氏鱷齒魚,29.6981,125.3072,2012-07-17,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56279,species,Coelorinchus multispinulosus,多棘腔吻鱈,29.6981,125.3072,2012-07-17,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56255,species,Branchiostegus japonicus,日本馬頭魚,29.6981,125.3072,2012-07-17,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56147,species,Jaydia carinatus,斑鰭銀口天竺鯛,29.6981,125.3072,2012-07-17,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56132,species,Antennarius striatus,條紋躄魚,29.6981,125.3072,2012-07-17,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56105,species,Amblychaeturichthys sciistius,,29.6981,125.3072,2012-07-17,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:57090,species,Repomucenus virgis,處女斜棘䲗,30.077,124.2723,2012-07-18,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:57061,species,Pseudorhombus pentophthalmus,五眼斑鮃,30.077,124.2723,2012-07-18,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:57024,species,Pseudorhombus cinnamoneus,檸檬斑鮃,30.077,124.2723,2012-07-18,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:57013,species,Psettina tosana,土佐鰜鮃,30.077,124.2723,2012-07-18,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56976,species,Psenopsis anomala,刺鯧,30.077,124.2723,2012-07-18,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56954,species,Pleuronichthys cornutus,木葉鰈,30.077,124.2723,2012-07-18,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56726,species,Lepidotrigla kishinouyi,岸上氏鱗角魚,30.077,124.2723,2012-07-18,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56683,species,Lepidotrigla alata,翼鱗角魚,30.077,124.2723,2012-07-18,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56641,species,Laeops kitaharae,北原氏左鮃,30.077,124.2723,2012-07-18,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56628,species,Laemonema nana,小瘤鱈,30.077,124.2723,2012-07-18,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56447,species,Cynoglossus interruptus,斷線舌鰨,30.077,124.2723,2012-07-18,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56329,species,Champsodon snyderi,斯氏鱷齒魚,30.077,124.2723,2012-07-18,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56278,species,Coelorinchus multispinulosus,多棘腔吻鱈,30.077,124.2723,2012-07-18,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56259,species,Bregmaceros nectabanus,銀腰海鰗鰍,30.077,124.2723,2012-07-18,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56226,species,Aseraggodes kobensis,可勃櫛鱗鰨,30.077,124.2723,2012-07-18,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56192,species,Jaydia lineata,,30.077,124.2723,2012-07-18,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56131,species,Antennarius striatus,條紋躄魚,30.077,124.2723,2012-07-18,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56094,species,Amblychaeturichthys hexanema,六絲鈍尾鰕虎,30.077,124.2723,2012-07-18,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:57212,species,Upeneus japonicus,日本緋鯉,29.5632,122.5753,2012-07-15,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56810,species,Muraenesox cinereus,灰海鰻,29.5632,122.5753,2012-07-15,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56682,species,Lepidotrigla alata,翼鱗角魚,29.5632,122.5753,2012-07-15,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56524,species,Erisphex pottii,絨鮋,29.5632,122.5753,2012-07-15,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56472,species,Decapterus russelli,羅氏圓鰺,29.5632,122.5753,2012-07-15,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56380,species,Cookeolus japonicus,日本紅目大眼鯛,29.5632,122.5753,2012-07-15,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56356,species,Chelidonichthys spinosus,棘黑角魚,29.5632,122.5753,2012-07-15,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56328,species,Champsodon snyderi,斯氏鱷齒魚,29.5632,122.5753,2012-07-15,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56236,species,Atrobucca nibe,黑䱛,29.5632,122.5753,2012-07-15,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56191,species,Jaydia lineata,,29.5632,122.5753,2012-07-15,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56786,species,Minous monodactylus,單指虎鮋,30.077,124.2723,2012-07-18,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56093,species,Amblychaeturichthys hexanema,六絲鈍尾鰕虎,29.5632,122.5753,2012-07-15,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:57139,species,Synagrops japonicus,日本尖牙鱸,27.4773,125.1436,2012-07-19,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:57107,species,Samariscus xenicus,壯沙鰈,27.4773,125.1436,2012-07-19,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:57064,species,Pseudorhombus pentophthalmus,五眼斑鮃,27.4773,125.1436,2012-07-19,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56844,species,Ostorhinchus kiensis,中線鸚天竺鯛,27.4773,125.1436,2012-07-19,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56829,species,Neobythites sivicola,黑潮新鼬魚,27.4773,125.1436,2012-07-19,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
