occurrenceID,scientificName,chineseName,decimalLatitude,decimalLongitude,eventDate,year,season,samplingProtocol,dataSource,sourceCode
1W-042RW,Neoscopelus macrolepidotus,大鱗新燈魚,22.36,120.1,2002-08-29,2002,summer,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-042RX,Neoscopelus macrolepidotus,大鱗新燈魚,22.36,120.1,2002-08-29,2002,summer,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-042RY,Neoscopelus macrolepidotus,大鱗新燈魚,22.36,120.1,2002-08-29,2002,summer,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-042S2,Neoscopelus macrolepidotus,大鱗新燈魚,22.36,120.1,2002-08-29,2002,summer,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-042S3,Neoscopelus macrolepidotus,大鱗新燈魚,22.36,120.1,2002-08-29,2002,summer,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-042S4,Neoscopelus macrolepidotus,大鱗新燈魚,22.36,120.1,2002-08-29,2002,summer,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-042S5,Neoscopelus macrolepidotus,大鱗新燈魚,22.36,120.1,2002-08-29,2002,summer,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-042S6,Neoscopelus macrolepidotus,大鱗新燈魚,22.36,120.1,2002-08-29,2002,summer,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-0437A,Rouleina watasei,渡瀨魯氏魚,22.36,120.1,2002-08-29,2002,summer,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-0437C,Rouleina watasei,渡瀨魯氏魚,22.36,120.1,2002-08-29,2002,summer,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-0437D,Rouleina watasei,渡瀨魯氏魚,22.36,120.1,2002-08-29,2002,summer,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-043ED,Symphurus hondoensis,本州無線鰨,22.36,120.1,2002-08-29,2002,summer,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-043EE,Symphurus hondoensis,本州無線鰨,22.36,120.1,2002-08-29,2002,summer,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-043KW,Synaphobranchus affinis,合鰓鰻,22.36,120.1,2002-08-29,2002,summer,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-043L7,Synaphobranchus affinis,合鰓鰻,22.36,120.1,2002-08-29,2002,summer,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-043LK,Synaphobranchus affinis,合鰓鰻,22.36,120.1,2002-08-29,2002,summer,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-043LL,Synaphobranchus affinis,合鰓鰻,22.36,120.1,2002-08-29,2002,summer,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-043LY,Synaphobranchus affinis,合鰓鰻,22.36,120.1,2002-08-29,2002,summer,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-043LZ,Synaphobranchus affinis,合鰓鰻,22.36,120.1,2002-08-29,2002,summer,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-043M2,Synaphobranchus affinis,合鰓鰻,22.36,120.1,2002-08-29,2002,summer,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-0419R,Bathyclupea argentea,銀深海鯡,22.19,120.4,2002-08-29,2002,summer,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-041BX,Bathyuroconger vicinus,深海尾鰻,22.19,120.4,2002-08-29,2002,summer,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-041DB,Bregmaceros japonicus,日本海鰗鰍,22.19,120.4,2002-08-29,2002,summer,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-041IJ,Chauliodus sloani,斯氏蝰魚,22.19,120.4,2002-08-29,2002,summer,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-041J9,Chlorophthalmus acutifrons,尖額青眼魚,22.19,120.4,2002-08-29,2002,summer,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-041JA,Chlorophthalmus acutifrons,尖額青眼魚,22.19,120.4,2002-08-29,2002,summer,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-041LJ,Coryphaenoides marginatus,黑緣突吻鱈,22.19,120.4,2002-08-29,2002,summer,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-041YE,Dicrolene tristis,短絲指鼬鳚,22.19,120.4,2002-08-29,2002,summer,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-0424M,Galeus eastmani,依氏蜥鯊,22.19,120.4,2002-08-29,2002,summer,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-0424S,Galeus sauteri,梭氏蜥鯊,22.19,120.4,2002-08-29,2002,summer,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-0424T,Galeus sauteri,梭氏蜥鯊,22.19,120.4,2002-08-29,2002,summer,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-042AJ,Glyptophidium lucidum,光曲鼬鳚,22.19,120.4,2002-08-29,2002,summer,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-042ER,Helicolenus hilgendorfii,赫氏無鰾鮋,22.19,120.4,2002-08-29,2002,summer,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-042EY,Homostolus acer,長趾鼬鳚,22.19,120.4,2002-08-29,2002,summer,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-042F0,Homostolus acer,長趾鼬鳚,22.19,120.4,2002-08-29,2002,summer,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-042F2,Homostolus acer,長趾鼬鳚,22.19,120.4,2002-08-29,2002,summer,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-042F8,Homostolus acer,長趾鼬鳚,22.19,120.4,2002-08-29,2002,summer,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-042F9,Homostolus acer,長趾鼬鳚,22.19,120.4,2002-08-29,2002,summer,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-042FS,Hoplostethus crassispinus,重胸燧鯛,22.19,120.4,2002-08-29,2002,summer,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-042LM,Monomitopus kumae,熊吉單趾鼬鳚,22.19,120.4,2002-08-29,2002,summer,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-042M0,Monomitopus kumae,熊吉單趾鼬鳚,22.19,120.4,2002-08-29,2002,summer,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-042MO,Monomitopus kumae,熊吉單趾鼬鳚,22.19,120.4,2002-08-29,2002,summer,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-042MQ,Monomitopus kumae,熊吉單趾鼬鳚,22.19,120.4,2002-08-29,2002,summer,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-042MR,Monomitopus kumae,熊吉單趾鼬鳚,22.19,120.4,2002-08-29,2002,summer,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-042N3,Monomitopus pallidus,重齒單趾鼬鳚,22.19,120.4,2002-08-29,2002,summer,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-042O9,Neobythites fasciatus,橫帶新鼬鳚,22.19,120.4,2002-08-29,2002,summer,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-042OB,Neobythites fasciatus,橫帶新鼬鳚,22.19,120.4,2002-08-29,2002,summer,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-042XU,Ostracoberyx dorygenys,矛狀巨棘鱸,22.19,120.4,2002-08-29,2002,summer,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-04382,Setarches longimanus,長臂囊頭鮋,22.19,120.4,2002-08-29,2002,summer,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-04385,Setarches longimanus,長臂囊頭鮋,22.19,120.4,2002-08-29,2002,summer,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-043EF,Symphurus hondoensis,本州無線鰨,22.19,120.4,2002-08-29,2002,summer,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-043LP,Synaphobranchus affinis,合鰓鰻,22.19,120.4,2002-08-29,2002,summer,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-043LX,Synaphobranchus affinis,合鰓鰻,22.19,120.4,2002-08-29,2002,summer,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-043S3,Ventrifossa garmani,加曼氏凹腹鱈,22.19,120.4,2002-08-29,2002,summer,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-041LM,Coryphaenoides microps,細眼突吻鱈,24.86,122.05,2002-09-11,2002,fall,beam_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-041LY,Coryphaenoides microps,細眼突吻鱈,24.86,122.05,2002-09-11,2002,fall,beam_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-041M3,Coryphaenoides microps,細眼突吻鱈,24.86,122.05,2002-09-11,2002,fall,beam_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-0428W,Gavialiceps taiwanensis,臺灣絲尾海鰻,24.86,122.05,2002-09-11,2002,fall,beam_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-042Y3,Parmaturus melanobranchus,黑鰓盾尾鯊,24.86,122.05,2002-09-11,2002,fall,beam_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-043JX,Symphurus strictus,多線無線鰨,24.86,122.05,2002-09-11,2002,fall,beam_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-043M0,Synaphobranchus affinis,合鰓鰻,24.86,122.05,2002-09-11,2002,fall,beam_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-04292,Gavialiceps taiwanensis,臺灣絲尾海鰻,24.86,122.06,2002-09-11,2002,fall,beam_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-041MS,Cyclothone atraria,黑圓罩魚,24.32,122.07,2002-09-11,2002,fall,beam_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-041MU,Cyclothone atraria,黑圓罩魚,24.32,122.07,2002-09-11,2002,fall,beam_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-041MV,Cyclothone atraria,黑圓罩魚,24.32,122.07,2002-09-11,2002,fall,beam_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-041MW,Cyclothone atraria,黑圓罩魚,24.32,122.07,2002-09-11,2002,fall,beam_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-0438U,Gonostoma elongatum,長鑽光魚,24.32,122.07,2002-09-11,2002,fall,beam_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-042EX,Holcomycteronus aequatoris,深海鈍吻鼬鳚,24.32,122.07,2002-09-11,2002,fall,beam_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-042JK,Lampanyctus nobilis,諾貝珍燈魚,24.32,122.07,2002-09-11,2002,fall,beam_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-042YP,Photostomias guernei,格氏光巨口魚,24.32,122.07,2002-09-11,2002,fall,beam_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-043BN,Sigmops gracilis,柔身纖鑽光魚,24.32,122.07,2002-09-11,2002,fall,beam_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-043BO,Sigmops gracilis,柔身纖鑽光魚,24.32,122.07,2002-09-11,2002,fall,beam_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-0418A,Astronesthes lucifer,螢光星衫魚,24.86,122.29,2002-09-11,2002,fall,beam_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-0419A,Barathronus maculatus,棕斑盲鼬魚,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-0419D,Bassozetus compressus,扁索深鼬鳚,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-041AG,Bathygadus antrodes,孔頭底尾鱈,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-041BG,Bathypterois atricolor,小眼深海狗母魚,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-041D7,Bothrocara molle,寬頭長孔綿鳚,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-041GN,Ceratoscopelus warmingii,瓦明氏角燈魚,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-041J5,Chiasmodon niger,黑叉齒魚,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-042D1,Halosauropsis macrochir,短吻擬海蜥魚,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-042D2,Halosauropsis macrochir,短吻擬海蜥魚,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-042D3,Halosauropsis macrochir,短吻擬海蜥魚,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-042D6,Halosauropsis macrochir,短吻擬海蜥魚,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-042DD,Halosauropsis macrochir,短吻擬海蜥魚,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-04350,Porogadus guentheri,貢氏孔鼬鳚,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-04351,Porogadus guentheri,貢氏孔鼬鳚,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-04352,Porogadus guentheri,貢氏孔鼬鳚,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-04354,Porogadus guentheri,貢氏孔鼬鳚,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-04355,Porogadus guentheri,貢氏孔鼬鳚,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-0435F,Poromitra oscitans,小眼犀孔鯛,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-04360,Rouleina guentheri,根室魯氏魚,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-04361,Rouleina guentheri,根室魯氏魚,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-04362,Rouleina guentheri,根室魯氏魚,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-04363,Rouleina guentheri,根室魯氏魚,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-04365,Rouleina guentheri,根室魯氏魚,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-04366,Rouleina guentheri,根室魯氏魚,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-04367,Rouleina guentheri,根室魯氏魚,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-04368,Rouleina guentheri,根室魯氏魚,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-04369,Rouleina guentheri,根室魯氏魚,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-0436A,Rouleina guentheri,根室魯氏魚,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-0436C,Rouleina guentheri,根室魯氏魚,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-0436D,Rouleina guentheri,根室魯氏魚,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-0436F,Rouleina guentheri,根室魯氏魚,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-0436G,Rouleina guentheri,根室魯氏魚,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-0436H,Rouleina guentheri,根室魯氏魚,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-0436I,Rouleina guentheri,根室魯氏魚,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-0436J,Rouleina guentheri,根室魯氏魚,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-0436K,Rouleina guentheri,根室魯氏魚,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-0436L,Rouleina guentheri,根室魯氏魚,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-0436M,Rouleina guentheri,根室魯氏魚,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-0436N,Rouleina guentheri,根室魯氏魚,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-0436O,Rouleina guentheri,根室魯氏魚,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-0436P,Rouleina guentheri,根室魯氏魚,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-0436Q,Rouleina guentheri,根室魯氏魚,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-0436S,Rouleina guentheri,根室魯氏魚,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-0436T,Rouleina guentheri,根室魯氏魚,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-0436U,Rouleina guentheri,根室魯氏魚,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-0436V,Rouleina guentheri,根室魯氏魚,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-0436W,Rouleina guentheri,根室魯氏魚,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-0436X,Rouleina guentheri,根室魯氏魚,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-0436Y,Rouleina guentheri,根室魯氏魚,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-0436Z,Rouleina guentheri,根室魯氏魚,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-04370,Rouleina guentheri,根室魯氏魚,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-04371,Rouleina guentheri,根室魯氏魚,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-04372,Rouleina guentheri,根室魯氏魚,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-0439I,Sigmops gracilis,柔身纖鑽光魚,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-0439J,Sigmops gracilis,柔身纖鑽光魚,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-0439M,Sigmops gracilis,柔身纖鑽光魚,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-0439O,Sigmops gracilis,柔身纖鑽光魚,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-0439P,Sigmops gracilis,柔身纖鑽光魚,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-0439Q,Sigmops gracilis,柔身纖鑽光魚,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-0439R,Sigmops gracilis,柔身纖鑽光魚,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-0439S,Sigmops gracilis,柔身纖鑽光魚,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-0439T,Sigmops gracilis,柔身纖鑽光魚,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-0439U,Sigmops gracilis,柔身纖鑽光魚,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-0439V,Sigmops gracilis,柔身纖鑽光魚,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-0439W,Sigmops gracilis,柔身纖鑽光魚,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-043AB,Sigmops gracilis,柔身纖鑽光魚,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-043CC,Sphagemacrurus pumiliceps,矮頭短吻鼠尾鱈,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-043L8,Synaphobranchus affinis,合鰓鰻,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-043L9,Synaphobranchus affinis,合鰓鰻,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-043LA,Synaphobranchus affinis,合鰓鰻,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-043LB,Synaphobranchus affinis,合鰓鰻,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-043LC,Synaphobranchus affinis,合鰓鰻,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-043MH,Synaphobranchus brevidorsalis,短背鰭合鰓鰻,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-043MK,Synaphobranchus brevidorsalis,短背鰭合鰓鰻,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-043ML,Synaphobranchus brevidorsalis,短背鰭合鰓鰻,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-043MR,Synaphobranchus brevidorsalis,短背鰭合鰓鰻,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-043N3,Synaphobranchus kaupii,高氏合鰓鰻,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-043N4,Synaphobranchus kaupii,高氏合鰓鰻,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-043NC,Synaphobranchus kaupii,高氏合鰓鰻,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-043NI,Synaphobranchus kaupii,高氏合鰓鰻,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-043NM,Synaphobranchus kaupii,高氏合鰓鰻,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-043NS,Synaphobranchus kaupii,高氏合鰓鰻,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-043NT,Synaphobranchus kaupii,高氏合鰓鰻,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-043NU,Synaphobranchus kaupii,高氏合鰓鰻,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-043NV,Synaphobranchus kaupii,高氏合鰓鰻,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-043NW,Synaphobranchus kaupii,高氏合鰓鰻,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-043NX,Synaphobranchus kaupii,高氏合鰓鰻,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-043NY,Synaphobranchus kaupii,高氏合鰓鰻,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-043NZ,Synaphobranchus kaupii,高氏合鰓鰻,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-043O0,Synaphobranchus kaupii,高氏合鰓鰻,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-043O2,Synaphobranchus kaupii,高氏合鰓鰻,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-043O4,Synaphobranchus kaupii,高氏合鰓鰻,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-043O5,Synaphobranchus kaupii,高氏合鰓鰻,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-043O6,Synaphobranchus kaupii,高氏合鰓鰻,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-043O7,Synaphobranchus kaupii,高氏合鰓鰻,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-043O8,Synaphobranchus kaupii,高氏合鰓鰻,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-043O9,Synaphobranchus kaupii,高氏合鰓鰻,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-043OA,Synaphobranchus kaupii,高氏合鰓鰻,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-043OD,Synaphobranchus kaupii,高氏合鰓鰻,24.42,122.2,2002-09-12,2002,fall,otter_trawl,台灣深海魚類多樣性的調查研究,nodass
1W-042NZ,Nemichthys scolopaceus,線鰻,22.0,120.48,2003-05-28,2003,spring,ikmt,台灣深海魚類多樣性的調查研究,nodass
1W-042O2,Nemichthys scolopaceus,線鰻,22.0,120.48,2003-05-28,2003,spring,ikmt,台灣深海魚類多樣性的調查研究,nodass
1W-0434M,Polyipnus stereope,閃電燭光魚,22.0,120.48,2003-05-28,2003,spring,ikmt,台灣深海魚類多樣性的調查研究,nodass
1W-043E3,Stomias nebulosus,星雲巨口魚,22.0,120.48,2003-05-28,2003,spring,ikmt,台灣深海魚類多樣性的調查研究,nodass
1W-0418F,Avocettina infans,喙吻鰻,21.77,120.45,2003-05-29,2003,spring,ikmt,台灣深海魚類多樣性的調查研究,nodass
