date,sst
1997-07-01,28.583726182460786
1997-08-01,28.592204280614855
1997-09-01,28.60467595052719
1997-10-01,28.736568020820616
1997-11-01,28.949905425310135
1997-12-01,28.75803803372383
1998-01-01,28.60207594752312
1998-02-01,28.462893988847732
1998-03-01,28.39965063905716
1998-04-01,28.282132048368453
1998-05-01,28.3048775703907
1998-06-01,26.811909457445143
1998-07-01,25.98008154296875
1998-08-01,25.53137203836441
1998-09-01,25.602229959249495
1998-10-01,25.29394678235054
1998-11-01,25.365942207336424
1998-12-01,24.76873817563057
1999-01-01,24.85046166086197
1999-02-01,25.533665288209914
1999-03-01,26.256938895702362
1999-04-01,26.75013816046715
1999-05-01,26.90130393242836
1999-06-01,26.56354288458824
1999-07-01,26.21096739912033
1999-08-01,25.589989021062852
1999-09-01,25.664310358047484
1999-10-01,25.49739354252815
1999-11-01,25.084649089336395
1999-12-01,24.89561622238159
2000-01-01,24.689179965019225
2000-02-01,25.112731889486312
2000-03-01,26.03001691913605
2000-04-01,26.865723703861235
2000-05-01,26.861822011709215
2000-06-01,26.966626436948776
2000-07-01,26.517008180618287
2000-08-01,26.351846279382706
2000-09-01,26.175560596227648
2000-10-01,25.985918119907378
2000-11-01,25.831190641641616
2000-12-01,25.497930986881258
2001-01-01,25.715737931966782
2001-02-01,26.09734011101723
2001-03-01,26.799640286922454
2001-04-01,27.196875717878342
2001-05-01,27.377700836420058
2001-06-01,27.51586322951317
2001-07-01,27.153969544172288
2001-08-01,26.75402629685402
2001-09-01,26.50516556239128
2001-10-01,26.44471600461006
2001-11-01,26.26739861035347
2001-12-01,26.041516655921935
2002-01-01,26.31280694389343
2002-02-01,26.725522333145143
2002-03-01,27.126618412733077
2002-04-01,27.810687361955644
2002-05-01,28.055035871267318
2002-06-01,28.30032268381119
2002-07-01,27.85388784122467
2002-08-01,27.53943658733368
2002-09-01,27.583989604949952
2002-10-01,27.76771045923233
2002-11-01,28.019456886529923
2002-12-01,27.91738314127922
2003-01-01,27.398104718208312
2003-02-01,27.33158849477768
2003-03-01,27.695710287332535
2003-04-01,27.62283225893974
2003-05-01,27.217095456600187
2003-06-01,27.311654842615127
2003-07-01,27.29063102889061
2003-08-01,26.867716747760774
2003-09-01,26.898734351158144
2003-10-01,27.13341197347641
2003-11-01,26.97057598042488
2003-12-01,26.925736367225646
2004-01-01,26.707962861299514
2004-02-01,26.83732243204117
2004-03-01,26.987447905540467
2004-04-01,27.722686665058134
2004-05-01,27.91839352798462
2004-06-01,27.657036048173904
2004-07-01,27.737986607551576
2004-08-01,27.483897606134416
2004-09-01,27.37951754307747
2004-10-01,27.343659259080887
2004-11-01,27.340009732961654
2004-12-01,27.208428132534028
2005-01-01,27.10440032839775
2005-02-01,26.89239510536194
2005-03-01,27.44408334684372
2005-04-01,27.9052056620121
2005-05-01,28.06797953891754
2005-06-01,27.873376420736314
2005-07-01,27.318422993421553
2005-08-01,26.885602595090866
2005-09-01,26.57396569275856
2005-10-01,26.626142945051193
2005-11-01,26.202963208675385
2005-12-01,25.752496745586395
2006-01-01,25.542950580835342
2006-02-01,25.980654767274856
2006-03-01,26.483981635570526
2006-04-01,27.48740268397331
2006-05-01,27.781493732452393
2006-06-01,27.76297328710556
2006-07-01,27.237937447071076
2006-08-01,27.195893733501435
2006-09-01,27.248332225322724
2006-10-01,27.36015791296959
2006-11-01,27.62026581120491
2006-12-01,27.70771486544609
2007-01-01,27.258278064727783
2007-02-01,26.75351618695259
2007-03-01,27.09144445514679
2007-04-01,27.65791009044647
2007-05-01,27.397525218963622
2007-06-01,27.525258480787276
2007-07-01,26.809543270111085
2007-08-01,26.23422051143646
2007-09-01,25.802530215024948
2007-10-01,25.472323645353317
2007-11-01,25.297988021373747
2007-12-01,25.365307804584504
2008-01-01,24.87230687212944
2008-02-01,25.136560683250426
2008-03-01,26.2371675696373
2008-04-01,26.913757148265837
2008-05-01,27.149147426128387
2008-06-01,27.022365746259688
2008-07-01,26.98556452894211
2008-08-01,26.77143674826622
2008-09-01,26.448050568103792
2008-10-01,26.496359675407408
2008-11-01,26.406783519983293
2008-12-01,25.735643996953964
2009-01-01,25.67725811266899
2009-02-01,26.070419101953508
2009-03-01,26.542062984228135
2009-04-01,27.60038126564026
2009-05-01,28.03441579079628
2009-06-01,28.10237669324875
2009-07-01,27.795046446561813
2009-08-01,27.5419892449379
2009-09-01,27.432169226408003
2009-10-01,27.625503454446793
2009-11-01,28.229412306308745
2009-12-01,28.301174774885176
2010-01-01,28.068600206375123
2010-02-01,27.891022865533827
2010-03-01,28.340770681619645
2010-04-01,28.38162601828575
2010-05-01,27.710955491542816
2010-06-01,27.083099173307417
2010-07-01,26.286253154039382
2010-08-01,25.58799198293686
2010-09-01,25.34922240614891
2010-10-01,25.27160722398758
2010-11-01,25.302231820106506
2010-12-01,25.363693994760514
2011-01-01,24.999721427917482
2011-02-01,25.471241565465927
2011-03-01,26.348745818376543
2011-04-01,27.013803471803666
2011-05-01,27.464681104898453
2011-06-01,27.37443491744995
2011-07-01,27.07098824262619
2011-08-01,26.423089312791824
2011-09-01,26.021864343643188
2011-10-01,25.981617666006088
2011-11-01,25.763846463918686
2011-12-01,25.586824702501296
2012-01-01,25.846794994831086
2012-02-01,26.114975056886674
2012-03-01,26.735325659513475
2012-04-01,27.242240952014924
2012-05-01,27.654334775686262
2012-06-01,27.938359969854353
2012-07-01,27.536643793582915
2012-08-01,27.55345164513588
2012-09-01,27.14356921815872
2012-10-01,27.063501920223235
2012-11-01,27.261956804037094
2012-12-01,26.079607075214387
2013-01-01,25.984469803571702
2013-02-01,26.15517946600914
2013-03-01,26.973310307741166
2013-04-01,27.893698926210405
2013-05-01,27.517413595199585
2013-06-01,27.32241698169708
2013-07-01,26.9835830078125
2013-08-01,26.340746177434923
2013-09-01,26.748792305231095
2013-10-01,26.535190516471864
2013-11-01,26.66753235030174
2013-12-01,26.386523564338685
2014-01-01,25.972642804145813
2014-02-01,25.77501588463783
2014-03-01,26.82013833618164
2014-04-01,27.965695462703703
2014-05-01,28.317784060001372
2014-06-01,28.155299730300904
2014-07-01,27.189199398756028
2014-08-01,26.80913163328171
2014-09-01,27.01735474348068
2014-10-01,27.139276282310487
2014-11-01,27.515905844926834
2014-12-01,27.2103854804039
2015-01-01,26.996585798501968
2015-02-01,27.416606939792633
2015-03-01,27.621898314237594
2015-04-01,28.613944085359574
2015-05-01,28.702212350845336
2015-06-01,28.736040345430375
2015-07-01,28.553089423894882
2015-08-01,28.546959386825563
2015-09-01,28.54362788438797
2015-10-01,28.980120819568633
2015-11-01,29.56653161096573
2015-12-01,29.03825153851509
2016-01-01,29.039356370687486
2016-02-01,28.97195791864395
2016-03-01,28.825724419355392
2016-04-01,28.752427669286728
2016-05-01,28.06094016623497
2016-06-01,27.621614545345306
2016-07-01,26.76143303966522
2016-08-01,26.306094423294066
2016-09-01,26.230931595802307
2016-10-01,25.964633672475816
2016-11-01,26.080057391405106
2016-12-01,26.21265121817589
2017-01-01,26.202668003082277
2017-02-01,26.757364780664442
2017-03-01,27.36449036335945
2017-04-01,28.11423245358467
2017-05-01,28.254454327821733
2017-06-01,28.050188889503477
2017-07-01,27.517815986394883
2017-08-01,26.755693587064744
2017-09-01,26.360938750267028
2017-10-01,26.304717648506166
2017-11-01,25.79820908331871
2017-12-01,25.60603787493706
2018-01-01,25.76652203655243
2018-02-01,25.96201558828354
2018-03-01,26.40566690683365
2018-04-01,27.238408386945725
2018-05-01,27.720869616985322
2018-06-01,27.830865890979766
2018-07-01,27.472726198196412
2018-08-01,27.122474681138993
2018-09-01,27.03111392903328
2018-10-01,27.589127901554107
2018-11-01,27.63904767537117
2018-12-01,27.49365917301178
2019-01-01,27.178550919771194
2019-02-01,27.38633695411682
2019-03-01,28.185188241481782
2019-04-01,28.506292758226394
2019-05-01,28.602560267686844
2019-06-01,28.27625111556053
2019-07-01,27.675159071445464
2019-08-01,26.98442754650116
2019-09-01,26.676912679672242
2019-10-01,27.23466870689392
2019-11-01,27.217049533367156
2019-12-01,26.99729854130745
2020-01-01,27.019788841247557
2020-02-01,27.015210668087004
2020-03-01,27.658555915117265
2020-04-01,28.181075312614443
2020-05-01,27.591842386245727
2020-06-01,27.368894177913667
2020-07-01,27.085396024227144
2020-08-01,26.272928198575972
2020-09-01,26.028460401535035
2020-10-01,25.53476752495766
2020-11-01,25.49668651342392
2020-12-01,25.558973722457885
2021-01-01,25.56807565331459
2021-02-01,25.781956257343293
2021-03-01,26.62758939528465
2021-04-01,27.19071054649353
2021-05-01,27.523204358816148
2021-06-01,27.64014534664154
2021-07-01,27.053347086906435
2021-08-01,26.544361929416656
2021-09-01,26.425091548919678
2021-10-01,25.90264917039871
2021-11-01,25.87972984623909
2021-12-01,25.511393779277803
2022-01-01,25.651447588443755
2022-02-01,25.945805233478545
2022-03-01,26.282151626825332
2022-04-01,26.780153887033464
2022-05-01,26.776517818212508
2022-06-01,27.00581136417389
2022-07-01,26.604979143619538
2022-08-01,25.856540625095366
2022-09-01,25.76464385700226
2022-10-01,25.863178680181502
2022-11-01,25.805569260358812
2022-12-01,25.729196530103682
2023-01-01,25.80478306674957
2023-02-01,26.19966180229187
2023-03-01,27.16353064918518
2023-04-01,27.95862009358406
2023-05-01,28.323775401592254
2023-06-01,28.60035077357292
2023-07-01,28.32966140270233
2023-08-01,28.17147305560112
2023-09-01,28.28326725244522
2023-10-01,28.313310146808625
2023-11-01,28.670545205831527
2023-12-01,28.587444222688674
2024-01-01,28.296017015695572
2024-02-01,28.226325747966765
2024-03-01,28.41641373729706
2024-04-01,28.608783247470857
2024-05-01,28.11450284957886
2024-06-01,27.885940962314606
2024-07-01,27.419229753255845
2024-08-01,26.77681404852867
2024-09-01,26.43956059098244
2024-10-01,26.374522250652312
2024-11-01,26.644099449634552
2024-12-01,25.947408186674117
